#,NAME,REGION,PROVINCE,YEAR,TYPE,DURATION,WIND,INTENSITY,SIGNAL, POP,DEN,AI,PR,DR,SR,FLR,HP,HS, HMA, HMB, HMC, HMD,CASULATIES,DAMAGED HOUSES,DAMAGED PROPERTIES
637,Pepeng,II,Isabela,2009,4,10,195,978.5,2,1459662,111,181000,29,58,104,88,89,1052,59354,229833,29330,2507,0,0,5
639,Pepeng,II,Nueva Vizcaya,2009,4,10,195,978.5,2,413365,86,181000,13,59,104,88,89,1052,26425,57597,7959,433,0,0,5
638,Pepeng,II,Quirino,2009,4,10,195,978.5,2,172280,74,181000,16,61,106,88,89,1052,13027,21214,3599,233,0,0,5
625,Ondoy,NCR,Metro Manila,2009,2,4,110,989.5,1,11752401,18970,356000,4,49,96,94,195,449,339984,2183588,36475,13938,0,0,5
380,Frank,VI,Aklan,2008,4,6,160,988,3,508302,289,148641,44,67,104,83,86,1685,6108,42783,45762,11699,0,0,5
381,Frank,VI,Antique,2008,4,6,160,988,3,525323,192,148641,47,79,105,83,86,1685,28453,42799,34472,3032,0,0,5
382,Frank,VI,Capiz,2008,4,6,160,988,3,707620,273,148641,29,72,104,83,86,1685,54504,58579,32836,2075,0,0,5
383,Frank,VI,Guimaras,2008,4,6,160,988,2,155043,253,148641,22,62,107,83,86,1685,11354,14279,7108,336,0,0,5
384,Frank,VI,Iloilo,2008,4,6,160,988,3,2149727,424,148641,25,60,104,83,86,1685,168798,199893,64107,4065,0,0,5
385,Frank,VI,Negros Occidental,2008,4,6,160,988,2,2882408,360,148641,30,63,106,83,86,1685,189969,267643,122803,8607,0,0,5
389,Frank,VI,Negros Occidental,2008,4,6,160,988,2,2882408,360,148641,30,63,106,83,86,1685,189969,267643,122803,8607,0,0,5
1593,Lando,III,Aurora,2015,4,8,185,943,4,214336,68,247164,27,65,95,92,168,1910,11421,22705,7421,587,0,0,5
1594,Lando,III,Bataan,2015,4,8,185,943,3,760650,554,247164,2,53,98,92,168,1910,11519,117830,9297,2848,0,0,5
1595,Lando,III,Bulacan,2015,4,8,185,943,2,3292071,1183,247164,7,51,99,92,168,1910,52732,538668,14074,6431,0,0,5
1596,Lando,III,Nueva Ecija,2015,4,8,185,943,0,2151461,378,247164,27,55,98,92,168,1910,58804,313748,36349,6827,0,0,5
1597,Lando,III,Pampanga,2015,4,8,185,943,2,2609744,1264,247164,7,52,97,92,168,1910,32793,408076,13532,6929,0,0,5
1598,Lando,III,Tarlac,2015,4,8,185,943,2,1366027,448,247164,17,57,97,92,168,1910,30097,212642,18431,3456,0,0,5
1599,Lando,III,Zambales,2015,4,8,185,943,3,823888,216,247164,16,59,95,92,168,1910,16719,130712,14164,2291,0,0,5
1280,Yolanda (Haiyan),VII,Bohol,2013,4,3,235,910,4,1289868,270,196323,40,67,99,87,50,1751,74434,132169,38916,3184,0,0,5
1281,Yolanda (Haiyan),VII,Cebu,2013,4,3,235,910,4,4440420,831,196323,25,63,99,87,50,1751,298151,465725,74968,9186,0,0,5
1282,Yolanda (Haiyan),VII,Negros Oriental,2013,4,3,235,910,4,1327238,245,196323,41,62,99,87,50,1751,74102,87352,95404,10101,0,0,5
1283,Yolanda (Haiyan),VII,Siquijor,2013,4,3,235,910,4,93986,278,196323,32,60,99,87,50,1751,7309,9871,2789,296,0,0,5
860,Pedring,III,Aurora,2011,4,5,140,976.2,3,203788,65,245658,26,67,104,92,199,1948,11268,21608,7505,597,0,0,5
861,Pedring,III,Bataan,2011,4,5,140,976.2,3,701530,511,245658,2,55,101,92,199,1948,11671,113492,9219,3253,0,0,5
862,Pedring,III,Bulacan,2011,4,5,140,976.2,3,2994520,1076,245658,7,54,100,92,199,1948,53814,515412,13414,7696,0,0,5
863,Pedring,III,Nueva Ecija,2011,4,5,140,976.2,3,1993106,350,245658,27,57,102,92,199,1948,59465,300228,36811,8050,0,0,5
864,Pedring,III,Pampanga,2011,4,5,140,976.2,3,2391911,1159,245658,7,56,101,92,199,1948,33878,392321,13189,8499,0,0,5
865,Pedring,III,Tarlac,2011,4,5,140,976.2,3,1291279,424,245658,17,59,102,92,199,1948,30304,203879,19208,4023,0,0,5
866,Pedring,III,Zambales,2011,4,5,140,976.2,3,768806,202,245658,16,60,101,92,199,1948,16613,126635,14048,2214,0,0,5
1358,Glenda,V,Albay,2014,4,5,150,964.2,3,1298128,504,158206,39,66,99,86,54,1164,27397,141787,56338,18184,0,0,5
1359,Glenda,V,Camarines Norte,2014,4,5,150,964.2,3,575000,252,158206,33,69,98,86,54,1164,11302,52613,37715,9065,0,0,5
1360,Glenda,V,Camarines Sur,2014,4,5,150,964.2,3,1925786,349,158206,44,71,98,86,54,1164,54754,169648,104753,16599,0,0,5
1361,Glenda,V,Catanduanes,2014,4,5,150,964.2,3,257963,173,158206,32,73,97,86,54,1164,9905,24857,10864,1753,0,0,5
1362,Glenda,V,Masbate,2014,4,5,150,964.2,3,880533,213,158206,53,84,98,86,54,1164,28482,44815,81677,7411,0,0,5
1363,Glenda,V,Sorsogon,2014,4,5,150,964.2,3,782221,369,158206,40,70,98,86,54,1164,10827,63491,51628,21361,0,0,5
1706,Lawin,II,Cagayan,2016,5,4,225,970.1,5,1214812,129,190832,22,60,102,96,81,1130,51455,148930,28439,3997,0,0,5
1707,Lawin,II,Isabela,2016,5,4,225,970.1,5,1615204,123,190832,26,58,102,96,81,1130,59403,224179,29838,2497,0,0,5
1708,Lawin,II,Nueva Vizcaya,2016,5,4,225,970.1,3,458741,95,190832,18,60,102,96,81,1130,26494,56237,7939,443,0,0,5
1709,Lawin,II,Quirino,2016,5,4,225,970.1,3,191531,83,190832,19,61,103,96,81,1130,12998,20576,3632,274,0,0,5
346,Cosme,I,La Union,2008,2,7,105,993.7,3,727884,485,170138,28,62,104,91,121,992,33249,115992,3326,602,0,0,5
345,Cosme,I,Pangasinan,2008,2,7,105,993.7,3,2689479,493,170138,24,66,105,91,121,992,108279,391882,49138,10042,0,0,5
1274,Yolanda (Haiyan),VI,Aklan,2013,4,3,235,910,4,558853,317,179929,34,60,99,85,59,1776,6405,43574,45956,11751,0,0,5
1275,Yolanda (Haiyan),VI,Antique,2013,4,3,235,910,4,567343,208,179929,37,65,99,85,59,1776,28980,43473,34120,3110,0,0,5
1276,Yolanda (Haiyan),VI,Capiz,2013,4,3,235,910,4,744422,287,179929,28,59,99,85,59,1776,54346,60045,32952,2100,0,0,5
1277,Yolanda (Haiyan),VI,Guimaras,2013,4,3,235,910,4,169848,278,179929,23,58,99,85,59,1776,11361,14541,7160,334,0,0,5
1278,Yolanda (Haiyan),VI,Iloilo,2013,4,3,235,910,4,2321487,457,179929,26,60,99,85,59,1776,168698,203138,64677,4163,0,0,5
1279,Yolanda (Haiyan),VI,Negros Occidental,2013,4,3,235,910,4,2997703,374,179929,31,63,99,85,59,1776,189878,271902,122837,8831,0,0,5
635,Pepeng,I,Ilocos Norte,2009,4,10,195,978.5,3,561020,164,186000,15,58,101,92,121,642,11365,102144,5349,1280,0,0,5
636,Pepeng,I,Ilocos Sur,2009,4,10,195,978.5,3,649992,250,186000,18,59,101,92,121,642,20520,110882,5185,743,0,0,5
633,Pepeng,I,La Union,2009,4,10,195,978.5,2,734861,490,186000,29,62,106,92,121,642,32679,119392,3489,467,0,0,5
634,Pepeng,I,Pangasinan,2009,4,10,195,978.5,1,2734297,502,186000,22,65,106,92,121,642,108664,409864,48837,8567,0,0,5
1348,Glenda,IV-A,Batangas,2014,4,5,150,964.2,3,2627735,844,270555,18,55,99,95,211,2011,57159,399938,17132,4343,0,0,5
1349,Glenda,IV-A,Cavite,2014,4,5,150,964.2,3,3552458,2328,270555,3,50,100,95,211,2011,68042,558481,15687,4271,0,0,5
1350,Glenda,IV-A,Laguna,2014,4,5,150,964.2,3,2958241,1534,270555,7,50,100,95,211,2011,74153,481146,8279,3472,0,0,5
1351,Glenda,IV-A,Quezon,2014,4,5,150,964.2,3,2094947,237,270555,28,63,98,95,211,2011,120750,269641,86182,31473,0,0,5
1352,Glenda,IV-A,Rizal,2014,4,5,150,964.2,3,2799518,2367,270555,7,53,100,95,211,2011,76796,410575,14884,4250,0,0,5
1087,Pablo,XI,Compostela Valley,2012,4,8,185,943,3,706357,155,194000,37,62,102,85,108,1053,73518,41809,21314,1491,0,0,5
1088,Pablo,XI,Davao del Norte,2012,4,8,185,943,3,973383,284,194000,33,58,100,85,108,1053,73108,85520,26813,2122,0,0,5
1089,Pablo,XI,Davao del Sur,2012,4,8,185,943,3,2117505,460,194000,24,62,101,85,108,1053,185528,216682,81167,4901,0,0,5
1090,Pablo,XI,Davao Oriental,2012,4,8,185,943,3,533774,94,194000,46,67,102,85,108,1053,28727,23321,47740,2532,0,0,5
1284,Yolanda (Haiyan),VIII,Biliran,2013,4,3,235,910,4,167601,313,162988,33,72,99,74,42,865,7904,14874,8906,999,0,0,5
1285,Yolanda (Haiyan),VIII,Eastern Samar,2013,4,3,235,910,4,451453,98,162988,60,72,99,74,42,865,20289,30814,32928,1976,0,0,5
1286,Yolanda (Haiyan),VIII,Leyte,2013,4,3,235,910,4,1893701,290,162988,38,67,99,74,42,865,96508,160646,104653,11348,0,0,5
1287,Yolanda (Haiyan),VIII,Northern Samar,2013,4,3,235,910,4,614662,166,162988,51,77,99,74,42,865,13744,29130,56463,8639,0,0,5
1288,Yolanda (Haiyan),VIII,Samar,2013,4,3,235,910,4,761287,126,162988,46,73,99,74,42,865,29427,39822,64150,5348,0,0,5
1289,Yolanda (Haiyan),VIII,Southern Leyte,2013,4,3,235,910,4,412555,229,162988,43,64,100,74,42,865,24946,44576,13748,1830,0,0,5
