#,NAME,REGION,PROVINCE,YEAR,TYPE,DURATION,WIND,INTENSITY,SIGNAL,POP,DEN,AI,PR,DR,SR,FLR,HP,HS,HMA,HMB,HMC,HMD,CASUALTIES,DAMAGED HOUSES,DAMAGED PROPERTIES
860,Pedring,III,Aurora,2011,4,5,140,976.2,3,203788,65,245658,26,67,104,92,199,1948,11268,21608,7505,597,2,0,0
861,Pedring,III,Bataan,2011,4,5,140,976.2,3,701530,511,245658,2,55,101,92,199,1948,11671,113492,9219,3253,2,0,0
862,Pedring,III,Bulacan,2011,4,5,140,976.2,3,2994520,1076,245658,7,54,100,92,199,1948,53814,515412,13414,7696,2,0,0
863,Pedring,III,Nueva Ecija,2011,4,5,140,976.2,3,1993106,350,245658,27,57,102,92,199,1948,59465,300228,36811,8050,2,0,0
864,Pedring,III,Pampanga,2011,4,5,140,976.2,3,2391911,1159,245658,7,56,101,92,199,1948,33878,392321,13189,8499,2,0,0
865,Pedring,III,Tarlac,2011,4,5,140,976.2,3,1291279,424,245658,17,59,102,92,199,1948,30304,203879,19208,4023,2,0,0
866,Pedring,III,Zambales,2011,4,5,140,976.2,3,768806,202,245658,16,60,101,92,199,1948,16613,126635,14048,2214,2,0,0
1504,Seniang,VIII,Biliran,2014,2,4,65,997,2,169595,316,163735,32,72,98,74,42,865,7990,15032,8806,992,2,0,0
1503,Seniang,VIII,Eastern Samar,2014,2,4,65,997,2,459239,99,163735,61,70,96,74,42,865,20479,31193,32739,1978,2,0,0
1500,Seniang,VIII,Leyte,2014,2,4,65,997,2,1929889,295,163735,38,66,96,74,42,865,97041,162200,104440,11248,2,0,0
1505,Seniang,VIII,Northern Samar,2014,2,4,65,997,2,623458,169,163735,51,76,97,74,42,865,14001,29585,56350,8564,2,0,0
1501,Seniang,VIII,Samar,2014,2,4,65,997,2,770824,127,163735,47,72,96,74,42,865,29857,40328,63973,5309,2,0,0
1502,Seniang,VIII,Southern Leyte,2014,2,4,65,997,2,417127,232,163735,43,63,98,74,42,865,24831,45190,13705,1844,2,0,0
1067,Pablo,IV-B,Palawan,2012,4,8,185,943,3,1037052,61,179000,26,72,101,86,67,795,42482,58173,120583,4471,2,0,0
597,Ondoy,III,Aurora,2009,2,4,110,989.5,2,196653,63,221000,18,71,106,92,198,1773,11498,23204,7377,581,2,0,0
598,Ondoy,III,Bataan,2009,2,4,110,989.5,1,678933,494,221000,2,57,102,92,198,1773,11447,119838,9319,2613,2,0,0
600,Ondoy,III,Bulacan,2009,2,4,110,989.5,2,2889956,1038,221000,7,57,100,92,198,1773,52213,549175,14297,5628,2,0,0
603,Ondoy,III,Nueva Ecija,2009,2,4,110,989.5,2,1917470,337,221000,30,59,103,92,198,1773,58496,319839,36111,6076,2,0,0
602,Ondoy,III,Pampanga,2009,2,4,110,989.5,2,2302752,1115,221000,7,58,102,92,198,1773,32259,415342,13645,5901,2,0,0
601,Ondoy,III,Tarlac,2009,2,4,110,989.5,2,1263231,415,221000,18,61,103,92,198,1773,29995,216667,18046,3132,2,0,0
599,Ondoy,III,Zambales,2009,2,4,110,989.5,2,743678,195,221000,17,61,103,92,198,1773,16768,132633,14198,2310,2,0,0
1593,Lando,III,Aurora,2015,4,8,185,943,4,214336,68,247164,27,65,95,92,168,1910,11421,22705,7421,587,2,0,0
1594,Lando,III,Bataan,2015,4,8,185,943,3,760650,554,247164,2,53,98,92,168,1910,11519,117830,9297,2848,2,0,0
1595,Lando,III,Bulacan,2015,4,8,185,943,2,3292071,1183,247164,7,51,99,92,168,1910,52732,538668,14074,6431,2,0,0
1596,Lando,III,Nueva Ecija,2015,4,8,185,943,0,2151461,378,247164,27,55,98,92,168,1910,58804,313748,36349,6827,2,0,0
1597,Lando,III,Pampanga,2015,4,8,185,943,2,2609744,1264,247164,7,52,97,92,168,1910,32793,408076,13532,6929,2,0,0
1598,Lando,III,Tarlac,2015,4,8,185,943,2,1366027,448,247164,17,57,97,92,168,1910,30097,212642,18431,3456,2,0,0
1599,Lando,III,Zambales,2015,4,8,185,943,3,823888,216,247164,16,59,95,92,168,1910,16719,130712,14164,2291,2,0,0
412,Frank,XIII,Surigao del Norte,2008,4,6,160,988,1,420223,215,137910,56,72,103,86,57,432,15418,35222,31365,4145,2,0,0
942,Sendong,ARMM,Lanao del Sur,2011,2,4,75,995.8,2,954687,63,124067,68,83,96,72,36,441,68157,45934,7037,1851,2,0,0
933,Sendong,IX,Zamboanga del Norte,2011,2,4,75,995.8,2,968446,133,155763,59,68,103,84,66,699,51300,41118,91380,3881,2,0,0
407,Frank,ARMM,Basilan,2008,4,6,160,988,2,458572,125,104212,37,85,101,72,21,600,33105,15200,36009,1432,2,0,0
408,Frank,ARMM,Lanao del Sur,2008,4,6,160,988,2,1065534,71,104212,52,89,96,72,21,600,70778,48226,6969,1802,2,0,0
409,Frank,ARMM,Maguindanao,2008,4,6,160,988,2,1419192,140,104212,53,80,104,72,21,600,74101,56214,116021,9767,2,0,0
410,Frank,ARMM,Maguindanao,2008,4,6,160,988,2,1419192,140,104212,53,80,104,72,21,600,74101,56214,116021,9767,2,0,0
411,Frank,ARMM,Tawi-tawi,2008,4,6,160,988,2,420477,116,104212,40,79,100,72,21,600,36199,5290,22866,530,2,0,0
359,Frank,I,La Union,2008,4,6,160,988,3,727884,485,170138,28,62,104,91,121,992,33249,115992,3326,602,2,0,0
358,Frank,I,Pangasinan,2008,4,6,160,988,3,2689479,493,170138,24,66,105,91,121,992,108279,391882,49138,10042,2,0,0
4,Auring,VIII,Biliran,2005,2,4,105,1004.9,3,147176,275,117645,27,84,105,75,75,805,6851,12286,9988,1171,2,0,0
2,Auring,VIII,Eastern Samar,2005,2,4,105,1004.9,3,396519,86,117645,50,85,107,75,75,805,17627,25407,34700,2201,2,0,0
1,Auring,VIII,Leyte,2005,2,4,105,1004.9,3,1685476,258,117645,39,76,105,75,75,805,88552,135829,110200,12955,2,0,0
3,Auring,VIII,Northern Samar,2005,2,4,105,1004.9,3,535253,145,117645,54,91,105,75,75,805,11121,22595,58171,8881,2,0,0
5,Auring,VIII,Southern Leyte,2005,2,4,105,1004.9,2,381822,212,117645,31,75,105,75,75,805,23697,36338,16078,2072,2,0,0
1404,Mario,NCR,Metro Manila,2014,4,5,105,982,2,12666191,20445,370275,4,46,101,95,162,470,344593,2139922,41695,20797,2,0,0
1082,Pablo,X,Bukidnon,2012,4,8,185,943,3,1344418,128,190000,49,68,101,92,108,1036,137253,86015,23140,703,2,0,0
1083,Pablo,X,Camiguin,2012,4,8,185,943,3,85645,355,190000,54,67,101,92,108,1036,6150,8869,2104,158,2,0,0
1084,Pablo,X,Lanao del Norte,2012,4,8,185,943,3,965091,232,190000,49,74,100,92,108,1036,67050,66002,33333,2575,2,0,0
1085,Pablo,X,Misamis Occidental,2012,4,8,185,943,3,581192,290,190000,43,61,101,92,108,1036,43184,40065,29871,2443,2,0,0
1086,Pablo,X,Misamis Oriental,2012,4,8,185,943,3,1473579,416,190000,23,64,100,92,108,1036,104695,132967,37315,3080,2,0,0
1468,Ruby,VI,Aklan,2014,4,8,215,927,3,566782,322,185161,32,59,97,84,61,1942,6569,44149,46079,11771,2,0,0
1469,Ruby,VI,Antique,2014,4,8,215,927,3,574631,210,185161,36,65,97,84,61,1942,29329,43956,33861,3145,2,0,0
1470,Ruby,VI,Capiz,2014,4,8,215,927,3,752855,290,185161,28,58,98,84,61,1942,54359,60988,32952,2100,2,0,0
1471,Ruby,VI,Guimaras,2014,4,8,215,927,3,172214,281,185161,23,57,97,84,61,1942,11392,14723,7178,331,2,0,0
1472,Ruby,VI,Iloilo,2014,4,8,215,927,3,2352741,464,185161,26,60,98,84,61,1942,168836,205423,64942,4192,2,0,0
1473,Ruby,VI,Negros Occidental,2014,4,8,215,927,3,3028264,378,185161,32,62,97,84,61,1942,189971,274975,122803,8916,2,0,0
1316,Agaton,XIII,Agusan del Norte,2014,1,4,55,1000,1,681397,199,167968,39,67,96,91,17,750,39362,39972,42626,3312,2,0,0
1317,Agaton,XIII,Agusan del Sur,2014,1,4,55,1000,1,691574,69,167968,52,71,95,91,17,750,41649,23264,58319,1691,2,0,0
1318,Agaton,XIII,Dinagat Islands,2014,1,4,55,1000,1,127082,155,167968,47,66,98,91,17,750,8130,7752,8024,576,2,0,0
1319,Agaton,XIII,Surigao del Norte,2014,1,4,55,1000,1,476273,244,167968,47,63,97,91,17,750,15713,36593,31421,4268,2,0,0
1320,Agaton,XIII,Surigao del Sur,2014,1,4,55,1000,1,585909,119,167968,42,66,96,91,17,750,25780,23415,56900,3726,2,0,0
386,Frank,VII,Bohol,2008,4,6,160,988,1,1238393,259,169677,45,74,103,87,107,1622,74722,130520,38613,3142,2,0,0
387,Frank,VII,Cebu,2008,4,6,160,988,2,3953670,740,169677,28,68,103,87,107,1622,298864,454710,74043,9308,2,0,0
388,Frank,VII,Negros Oriental,2008,4,6,160,988,1,1249894,231,169677,36,68,104,87,107,1622,73755,85778,94753,10143,2,0,0
219,Bebeng,IV-A,Quezon,2007,4,3,175,961,1,1882900,213,222092,32,73,105,93,233,2156,165703,298404,90559,88269,2,0,0
465,Quinta,VI,Iloilo,2008,2,3,85,1003.5,1,2149727,424,148641,25,60,104,83,86,1685,168798,199893,64107,4065,2,0,0
466,Quinta,VI,Negros Occidental,2008,2,3,85,1003.5,1,2882408,360,148641,30,63,106,83,86,1685,189969,267643,122803,8607,2,0,0
797,Juaning,V,Albay,2011,3,4,95,994.4,1,1249297,485,158596,40,68,102,84,109,1145,27175,135918,56678,18308,2,0,0
798,Juaning,V,Camarines Norte,2011,3,4,95,994.4,1,550764,242,158596,33,71,103,84,109,1145,11425,50292,37544,8739,2,0,0
799,Juaning,V,Camarines Sur,2011,3,4,95,994.4,1,1847692,335,158596,43,73,102,84,109,1145,54600,162426,104064,16214,2,0,0
800,Juaning,V,Catanduanes,2011,3,4,95,994.4,1,249165,167,158596,32,76,103,84,109,1145,10087,23836,10791,1696,2,0,0
801,Juaning,V,Masbate,2011,3,4,95,994.4,1,845892,204,158596,53,87,102,84,109,1145,26534,41632,82740,7318,2,0,0
802,Juaning,V,Sorsogon,2011,3,4,95,994.4,1,750902,354,158596,40,74,102,84,109,1145,10585,60491,51920,21070,2,0,0
566,Kiko,CAR,Benguet,2009,4,7,175,967.6,1,706196,250,219000,25,51,99,90,51,612,11748,168316,1376,688,2,0,0
567,Kiko,CAR,Mt. Province,2009,4,7,175,967.6,0,152323,64,219000,25,69,106,90,51,612,7380,23491,1102,63,2,0,0
1161,Gorio,VI,Iloilo,2013,2,4,85,991,2,2321487,457,179929,26,60,99,85,59,1776,168698,203138,64677,4163,2,0,0
1374,Henry,VIII,Biliran,2014,4,6,130,972,2,169595,316,163735,32,72,98,74,42,865,7990,15032,8806,992,2,0,0
6,Auring,XIII,Surigao del Norte,2005,2,4,105,1004.9,1,399146,204,107901,51,76,103,83,54,514,14999,30912,34629,4529,2,0,0
1311,Agaton,XI,Compostela Valley,2014,1,4,55,1000,1,726054,159,183197,37,61,94,85,50,1009,74182,43780,21373,1333,2,0,0
1312,Agaton,XI,Davao del Norte,2014,1,4,55,1000,1,1001809,293,183197,33,57,96,85,50,1009,74024,88716,27333,2105,2,0,0
1313,Agaton,XI,Davao del Sur,2014,1,4,55,1000,1,2215105,481,183197,25,59,97,85,50,1009,186075,224485,81865,4848,2,0,0
1314,Agaton,XI,Davao Oriental,2014,1,4,55,1000,1,550434,97,183197,49,66,96,85,50,1009,29192,24294,47987,2619,2,0,0
187,Reming,IV-A,Batangas,2006,4,6,195,964,3,2193729,704,209749,14,63,101,92,259,2112,60022,358539,16403,5344,2,0,0
189,Reming,IV-A,Cavite,2006,4,6,195,964,3,2726986,1787,209749,2,58,97,92,259,2112,68892,486804,16204,6325,2,0,0
185,Reming,IV-A,Laguna,2006,4,6,195,964,3,2393677,1241,209749,6,57,98,92,259,2112,77213,420719,8344,6156,2,0,0
186,Reming,IV-A,Quezon,2006,4,6,195,964,4,1852326,210,209749,34,73,105,92,259,2112,150238,269667,90783,66429,2,0,0
188,Reming,IV-A,Rizal,2006,4,6,195,964,2,2203052,1863,209749,3,60,100,92,259,2112,80425,355231,12039,5408,2,0,0
1095,Pablo,XIII,Agusan del Norte,2012,4,8,185,943,3,661506,193,180000,35,67,101,91,59,717,38745,38662,42588,3422,2,0,0
1096,Pablo,XIII,Agusan del Sur,2012,4,8,185,943,3,673767,67,180000,48,71,102,91,59,717,40858,22287,57740,1707,2,0,0
1097,Pablo,XIII,Dinagat Islands,2012,4,8,185,943,3,126942,155,180000,42,67,100,91,59,717,8255,7307,8007,589,2,0,0
1098,Pablo,XIII,Surigao del Norte,2012,4,8,185,943,3,459122,235,180000,42,64,100,91,59,717,15514,35475,31688,4235,2,0,0
1099,Pablo,XIII,Surigao del Sur,2012,4,8,185,943,3,573431,116,180000,36,67,101,91,59,717,25425,22678,56730,3700,2,0,0
693,Basyang,V,Camarines Norte,2010,4,4,120,995.9,3,542915,238,155263,37,71,105,83,109,1134,11128,56639,38001,9802,2,0,0
694,Basyang,V,Camarines Sur,2010,4,4,120,995.9,2,1822371,331,155263,46,74,104,83,109,1134,53886,181611,107249,17980,2,0,0
695,Basyang,V,Catanduanes,2010,4,4,120,995.9,2,246300,165,155263,31,77,105,83,109,1134,9307,26602,11292,1897,2,0,0
147,Milenyo,V,Albay,2006,4,5,130,963.9,3,1172927,456,125184,36,77,104,80,123,1115,26955,126543,56990,18368,2,0,0
148,Milenyo,V,Camarines Norte,2006,4,5,130,963.9,3,507389,223,125184,41,79,105,80,123,1115,11616,46546,37271,8194,2,0,0
149,Milenyo,V,Camarines Sur,2006,4,5,130,963.9,3,1672724,303,125184,48,81,105,80,123,1115,54501,150824,102771,15494,2,0,0
151,Milenyo,V,Masbate,2006,4,5,130,963.9,3,759871,184,125184,54,100,105,80,123,1115,23365,36420,84473,7097,2,0,0
150,Milenyo,V,Sorsogon,2006,4,5,130,963.9,3,700906,331,125184,41,86,105,80,123,1115,10210,55695,52297,20579,2,0,0
1341,Glenda,III,Aurora,2014,4,5,150,964.2,3,211649,68,244331,26,66,97,92,167,1923,11425,22622,7408,585,2,0,0
1342,Glenda,III,Bataan,2014,4,5,150,964.2,3,745418,543,244331,2,54,99,92,167,1923,11541,117531,9252,2892,2,0,0
1343,Glenda,III,Bulacan,2014,4,5,150,964.2,3,3215020,1155,244331,7,52,99,92,167,1923,52872,536706,13916,6569,2,0,0
1347,Glenda,III,Nueva Ecija,2014,4,5,150,964.2,3,2110730,371,244331,27,56,99,92,167,1923,58915,312577,36313,6958,2,0,0
1344,Glenda,III,Pampanga,2014,4,5,150,964.2,3,2553493,1237,244331,7,53,98,92,167,1923,32859,406961,13421,7089,2,0,0
1345,Glenda,III,Tarlac,2014,4,5,150,964.2,3,1346944,442,244331,17,57,98,92,167,1923,30101,212008,18466,3503,2,0,0
1346,Glenda,III,Zambales,2014,4,5,150,964.2,3,809758,212,244331,16,59,97,92,167,1923,16704,130485,14102,2261,2,0,0
1263,Yolanda (Haiyan),IV-B,Marinduque,2013,4,3,235,910,4,231821,243,159497,33,71,101,87,64,782,11853,30040,7761,693,3,0,0
1264,Yolanda (Haiyan),IV-B,Occidental Mindoro,2013,4,3,235,910,4,473333,81,159497,37,70,98,87,64,782,12911,44701,32438,3542,3,0,0
1265,Yolanda (Haiyan),IV-B,Oriental Mindoro,2013,4,3,235,910,4,820172,194,159497,33,66,100,87,64,782,24790,88259,42790,5807,3,0,0
1266,Yolanda (Haiyan),IV-B,Palawan,2013,4,3,235,910,4,1059091,62,159497,29,72,98,87,64,782,42208,58836,119632,4529,3,0,0
1267,Yolanda (Haiyan),IV-B,Romblon,2013,4,3,235,910,4,289208,189,159497,41,73,100,87,64,782,8881,26672,20817,3253,3,0,0
171,Paeng,II,Cagayan,2006,4,5,195,981.7,4,1060913,113,142770,30,65,104,85,91,939,49903,130350,30721,4165,3,0,0
168,Paeng,II,Isabela,2006,4,5,195,981.7,4,1384623,106,142770,30,63,105,85,91,939,59679,198816,31811,2416,3,0,0
169,Paeng,II,Nueva Vizcaya,2006,4,5,195,981.7,3,393272,82,142770,15,63,105,85,91,939,26825,50123,7695,484,3,0,0
170,Paeng,II,Quirino,2006,4,5,195,981.7,3,161372,70,142770,15,65,107,85,91,939,12897,17586,3724,405,3,0,0
213,Seniang,VII,Cebu,2006,4,6,130,992.8,3,3776061,707,144288,30,71,103,85,110,1381,295997,403513,77272,12517,3,0,0
483,Emong,I,Ilocos Norte,2009,4,4,150,997.5,3,561020,164,186000,15,58,101,92,121,642,11365,102144,5349,1280,3,0,0
481,Emong,I,La Union,2009,4,4,150,997.5,3,734861,490,186000,29,62,106,92,121,642,32679,119392,3489,467,3,0,0
482,Emong,I,Pangasinan,2009,4,4,150,997.5,3,2734297,502,186000,22,65,106,92,121,642,108664,409864,48837,8567,3,0,0
1370,Glenda,VIII,Biliran,2014,4,5,150,964.2,3,169595,316,163735,32,72,98,74,42,865,7990,15032,8806,992,3,0,0
1365,Glenda,VIII,Eastern Samar,2014,4,5,150,964.2,3,459239,99,163735,61,70,96,74,42,865,20479,31193,32739,1978,3,0,0
1366,Glenda,VIII,Leyte,2014,4,5,150,964.2,3,1929889,295,163735,38,66,96,74,42,865,97041,162200,104440,11248,3,0,0
1368,Glenda,VIII,Northern Samar,2014,4,5,150,964.2,3,623458,169,163735,51,76,97,74,42,865,14001,29585,56350,8564,3,0,0
1369,Glenda,VIII,Samar,2014,4,5,150,964.2,3,770824,127,163735,47,72,96,74,42,865,29857,40328,63973,5309,3,0,0
1367,Glenda,VIII,Southern Leyte,2014,4,5,150,964.2,3,417127,232,163735,43,63,98,74,42,865,24831,45190,13705,1844,3,0,0
1336,Glenda,NCR,Metro Manila,2014,4,5,150,964.2,3,12666191,20445,370275,4,46,101,95,162,470,344593,2139922,41695,20797,3,0,0
688,Basyang,IV-A,Batangas,2010,4,4,120,995.9,2,2377395,763,260159,18,58,101,94,234,2086,55275,427132,18291,3692,3,0,0
689,Basyang,IV-A,Cavite,2010,4,4,120,995.9,2,3090691,2025,260159,3,53,97,94,234,2086,66323,603474,15559,2934,3,0,0
690,Basyang,IV-A,Laguna,2010,4,4,120,995.9,2,2669847,1385,260159,8,53,98,94,234,2086,71018,524180,8475,1750,3,0,0
691,Basyang,IV-A,Quezon,2010,4,4,120,995.9,2,1987030,225,260159,29,66,104,94,234,2086,90029,252631,82315,7058,3,0,0
692,Basyang,IV-A,Rizal,2010,4,4,120,995.9,2,2484840,2101,260159,8,55,100,94,234,2086,73330,447752,17853,3468,3,0,0
803,Juaning,VI,Iloilo,2011,3,4,95,994.4,0,2260220,445,186509,26,61,102,84,87,1766,167039,196025,64858,4349,3,0,0
850,Pedring,NCR,Metro Manila,2011,4,5,140,976.2,0,12053536,19456,371173,4,47,97,95,184,465,350258,2064904,48829,28680,3,0,0
1706,Lawin,II,Cagayan,2016,5,4,225,970.1,5,1214812,129,190832,22,60,102,96,81,1130,51455,148930,28439,3997,3,0,0
1707,Lawin,II,Isabela,2016,5,4,225,970.1,5,1615204,123,190832,26,58,102,96,81,1130,59403,224179,29838,2497,3,0,0
1708,Lawin,II,Nueva Vizcaya,2016,5,4,225,970.1,3,458741,95,190832,18,60,102,96,81,1130,26494,56237,7939,443,3,0,0
1709,Lawin,II,Quirino,2016,5,4,225,970.1,3,191531,83,190832,19,61,103,96,81,1130,12998,20576,3632,274,3,0,0
193,Reming,IV-B,Marinduque,2006,4,6,195,964,4,227846,239,108946,41,83,102,83,64,686,11861,27781,8184,777,3,0,0
191,Reming,IV-B,Occidental Mindoro,2006,4,6,195,964,3,415726,71,108946,43,76,109,83,64,686,12408,40170,32056,3595,3,0,0
190,Reming,IV-B,Oriental Mindoro,2006,4,6,195,964,3,727808,172,108946,44,85,105,83,64,686,23307,77776,42983,6350,3,0,0
192,Reming,IV-B,Romblon,2006,4,6,195,964,2,277518,181,108946,46,88,104,83,64,686,7619,23653,22007,3451,3,0,0
346,Cosme,I,La Union,2008,2,7,105,993.7,3,727884,485,170138,28,62,104,91,121,992,33249,115992,3326,602,4,0,0
345,Cosme,I,Pangasinan,2008,2,7,105,993.7,3,2689479,493,170138,24,66,105,91,121,992,108279,391882,49138,10042,4,0,0
635,Pepeng,I,Ilocos Norte,2009,4,10,195,978.5,3,561020,164,186000,15,58,101,92,121,642,11365,102144,5349,1280,4,0,0
636,Pepeng,I,Ilocos Sur,2009,4,10,195,978.5,3,649992,250,186000,18,59,101,92,121,642,20520,110882,5185,743,4,0,0
633,Pepeng,I,La Union,2009,4,10,195,978.5,2,734861,490,186000,29,62,106,92,121,642,32679,119392,3489,467,4,0,0
634,Pepeng,I,Pangasinan,2009,4,10,195,978.5,1,2734297,502,186000,22,65,106,92,121,642,108664,409864,48837,8567,4,0,0
1358,Glenda,V,Albay,2014,4,5,150,964.2,3,1298128,504,158206,39,66,99,86,54,1164,27397,141787,56338,18184,4,0,0
1359,Glenda,V,Camarines Norte,2014,4,5,150,964.2,3,575000,252,158206,33,69,98,86,54,1164,11302,52613,37715,9065,4,0,0
1360,Glenda,V,Camarines Sur,2014,4,5,150,964.2,3,1925786,349,158206,44,71,98,86,54,1164,54754,169648,104753,16599,4,0,0
1361,Glenda,V,Catanduanes,2014,4,5,150,964.2,3,257963,173,158206,32,73,97,86,54,1164,9905,24857,10864,1753,4,0,0
1362,Glenda,V,Masbate,2014,4,5,150,964.2,3,880533,213,158206,53,84,98,86,54,1164,28482,44815,81677,7411,4,0,0
1363,Glenda,V,Sorsogon,2014,4,5,150,964.2,3,782221,369,158206,40,70,98,86,54,1164,10827,63491,51628,21361,4,0,0
604,Ondoy,IV-A,Batangas,2009,2,4,110,989.5,1,2332719,749,249000,17,60,101,94,236,2022,56485,409118,17361,4092,4,0,0
607,Ondoy,IV-A,Cavite,2009,2,4,110,989.5,1,3010661,1973,249000,3,54,97,94,236,2022,67688,574033,15593,3702,4,0,0
605,Ondoy,IV-A,Laguna,2009,2,4,110,989.5,1,2602735,1350,249000,8,54,98,94,236,2022,73275,494718,8291,2638,4,0,0
608,Ondoy,IV-A,Quezon,2009,2,4,110,989.5,2,1951695,221,249000,30,68,104,94,236,2022,110331,267050,84976,16383,4,0,0
606,Ondoy,IV-A,Rizal,2009,2,4,110,989.5,2,2421173,2047,249000,9,57,100,94,236,2022,75786,422769,15542,3948,4,0,0
1091,Pablo,XII,Cotabato,2012,4,8,185,943,3,1285648,138,163000,44,64,101,82,105,1017,104732,78972,60797,1776,4,0,0
1094,Pablo,XII,Sarangani,2012,4,8,185,943,3,516575,142,163000,53,69,101,82,105,1017,27011,22043,50336,1326,4,0,0
1092,Pablo,XII,South Cotabato,2012,4,8,185,943,3,1421329,332,163000,32,62,101,82,105,1017,78060,145587,58338,2637,4,0,0
1093,Pablo,XII,Sultan Kudarat,2012,4,8,185,943,3,772441,144,163000,49,62,101,82,105,1017,39889,49016,59471,1918,4,0,0
931,Sendong,VII,Negros Oriental,2011,2,4,75,995.8,1,1300050,240,200310,44,63,102,87,105,1742,72012,83272,95938,10438,4,0,0
664,Pepeng,CAR,Abra,2009,4,10,195,978.5,3,233466,56,219000,25,64,104,90,51,612,13528,31480,1749,152,4,0,0
659,Pepeng,CAR,Apayao,2009,4,10,195,978.5,3,109551,24,219000,25,65,107,90,51,612,8808,10608,2622,198,4,0,0
662,Pepeng,CAR,Benguet,2009,4,10,195,978.5,2,706196,250,219000,25,51,99,90,51,612,11748,168316,1376,688,4,0,0
663,Pepeng,CAR,Ifugao,2009,4,10,195,978.5,2,187594,72,219000,25,65,107,90,51,612,16322,17559,4125,133,4,0,0
661,Pepeng,CAR,Kalinga,2009,4,10,195,978.5,3,194967,59,219000,25,68,106,90,51,612,13133,19891,3671,239,4,0,0
660,Pepeng,CAR,Mt. Province,2009,4,10,195,978.5,3,152323,64,219000,25,69,106,90,51,612,7380,23491,1102,63,4,0,0
1280,Yolanda (Haiyan),VII,Bohol,2013,4,3,235,910,4,1289868,270,196323,40,67,99,87,50,1751,74434,132169,38916,3184,4,0,0
1281,Yolanda (Haiyan),VII,Cebu,2013,4,3,235,910,4,4440420,831,196323,25,63,99,87,50,1751,298151,465725,74968,9186,4,0,0
1282,Yolanda (Haiyan),VII,Negros Oriental,2013,4,3,235,910,4,1327238,245,196323,41,62,99,87,50,1751,74102,87352,95404,10101,4,0,0
1283,Yolanda (Haiyan),VII,Siquijor,2013,4,3,235,910,4,93986,278,196323,32,60,99,87,50,1751,7309,9871,2789,296,4,0,0
142,Milenyo,IV-A,Batangas,2006,4,5,130,963.9,3,2193729,704,209749,14,63,101,92,259,2112,60022,358539,16403,5344,4,0,0
141,Milenyo,IV-A,Cavite,2006,4,5,130,963.9,3,2726986,1787,209749,2,58,97,92,259,2112,68892,486804,16204,6325,4,0,0
139,Milenyo,IV-A,Laguna,2006,4,5,130,963.9,3,2393677,1241,209749,6,57,98,92,259,2112,77213,420719,8344,6156,4,0,0
140,Milenyo,IV-A,Quezon,2006,4,5,130,963.9,3,1852326,210,209749,34,73,105,92,259,2112,150238,269667,90783,66429,4,0,0
143,Milenyo,IV-A,Rizal,2006,4,5,130,963.9,3,2203052,1863,209749,3,60,100,92,259,2112,80425,355231,12039,5408,4,0,0
131,Milenyo,NCR,Metro Manila,2006,4,5,130,963.9,3,11302020,18243,310860,5,50,96,94,222,20,360364,1944143,60504,42014,4,0,0
1348,Glenda,IV-A,Batangas,2014,4,5,150,964.2,3,2627735,844,270555,18,55,99,95,211,2011,57159,399938,17132,4343,5,0,0
1349,Glenda,IV-A,Cavite,2014,4,5,150,964.2,3,3552458,2328,270555,3,50,100,95,211,2011,68042,558481,15687,4271,5,0,0
1350,Glenda,IV-A,Laguna,2014,4,5,150,964.2,3,2958241,1534,270555,7,50,100,95,211,2011,74153,481146,8279,3472,5,0,0
1351,Glenda,IV-A,Quezon,2014,4,5,150,964.2,3,2094947,237,270555,28,63,98,95,211,2011,120750,269641,86182,31473,5,0,0
1352,Glenda,IV-A,Rizal,2014,4,5,150,964.2,3,2799518,2367,270555,7,53,100,95,211,2011,76796,410575,14884,4250,5,0,0
380,Frank,VI,Aklan,2008,4,6,160,988,3,508302,289,148641,44,67,104,83,86,1685,6108,42783,45762,11699,5,0,0
381,Frank,VI,Antique,2008,4,6,160,988,3,525323,192,148641,47,79,105,83,86,1685,28453,42799,34472,3032,5,0,0
382,Frank,VI,Capiz,2008,4,6,160,988,3,707620,273,148641,29,72,104,83,86,1685,54504,58579,32836,2075,5,0,0
383,Frank,VI,Guimaras,2008,4,6,160,988,2,155043,253,148641,22,62,107,83,86,1685,11354,14279,7108,336,5,0,0
384,Frank,VI,Iloilo,2008,4,6,160,988,3,2149727,424,148641,25,60,104,83,86,1685,168798,199893,64107,4065,5,0,0
385,Frank,VI,Negros Occidental,2008,4,6,160,988,2,2882408,360,148641,30,63,106,83,86,1685,189969,267643,122803,8607,5,0,0
389,Frank,VI,Negros Occidental,2008,4,6,160,988,2,2882408,360,148641,30,63,106,83,86,1685,189969,267643,122803,8607,5,0,0
1478,Ruby,VIII,Biliran,2014,4,8,215,927,3,169595,316,163735,32,72,98,74,42,865,7990,15032,8806,992,5,0,0
1479,Ruby,VIII,Eastern Samar,2014,4,8,215,927,3,459239,99,163735,61,70,96,74,42,865,20479,31193,32739,1978,5,0,0
1480,Ruby,VIII,Leyte,2014,4,8,215,927,3,1929889,295,163735,38,66,96,74,42,865,97041,162200,104440,11248,5,0,0
1481,Ruby,VIII,Northern Samar,2014,4,8,215,927,3,623458,169,163735,51,76,97,74,42,865,14001,29585,56350,8564,5,0,0
1482,Ruby,VIII,Samar,2014,4,8,215,927,3,770824,127,163735,47,72,96,74,42,865,29857,40328,63973,5309,5,0,0
